timestamps,open,high,low,close,volume,amount,$factor
2013-04-01,3.6615255,3.669585,3.5850666,3.5931265,197361.53,709144.94,0.14759107
2013-04-02,3.5963612,3.6153123,3.5564985,3.566083,220372.72,785867.4,0.1475904
2013-04-03,3.5653918,3.5941448,3.5545006,3.569095,148997.61,531786.6,0.14758962
2013-04-08,3.5318792,3.5941784,3.4950662,3.579366,255658.8,915096.4,0.14759031
2013-04-09,3.5699804,3.5919812,3.5440588,3.5636635,163931.6,584197.06,0.14758992
2013-04-10,3.5723782,3.7272537,3.5440607,3.7022038,480103.0,1777439.1,0.14758995
2013-04-11,3.703131,3.7249143,3.6660998,3.6796052,201431.7,741189.1,0.14759107
2013-04-12,3.6795473,3.7989168,3.6703985,3.7516482,405177.16,1520082.1,0.1475899
2013-04-15,3.7525537,3.782832,3.703542,3.7627919,191995.53,722439.25,0.14759058
2013-04-16,3.7030764,3.8163471,3.694363,3.77191,265180.06,1000235.3,0.14758998
2013-04-17,3.7815304,3.8941483,3.7804413,3.8880491,291170.7,1132085.9,0.14759068
2013-04-18,3.859925,3.920917,3.8340034,3.9024017,284279.28,1109372.0,0.14759022
2013-04-19,3.9078496,3.9183054,3.8531744,3.9041467,265860.22,1037957.3,0.14759026
2013-04-22,3.8969796,3.8969796,3.7793515,3.7839255,289625.1,1095919.8,0.14759067
2013-04-23,3.7793431,3.8115816,3.7401338,3.7425299,209719.6,784881.8,0.1475905
2013-04-24,3.751417,3.8119729,3.7095945,3.8091412,205994.19,784660.94,0.14758964
2013-04-25,3.7906945,3.8678067,3.773268,3.8490732,171824.12,661363.6,0.14759098
2013-04-26,3.8645306,3.8773825,3.768685,3.7900326,110492.24,418769.2,0.14759082
2013-05-02,3.768475,3.7695644,3.681996,3.727305,193689.3,721939.06,0.14759097
2013-05-03,3.7423286,3.790687,3.7161891,3.7564876,145405.5,546213.94,0.14759083
2013-05-06,3.768463,3.8769424,3.7462444,3.8730214,204595.44,792402.5,0.14759073
2013-05-07,3.8995862,4.1026034,3.8995862,4.0884447,481199.94,1967359.4,0.14759053
2013-05-08,4.090872,4.1387944,4.054494,4.1146154,287389.03,1182495.4,0.14759108
2013-05-09,4.1226234,4.295579,4.1226234,4.2951436,475198.88,2041047.4,0.14759016
2013-05-10,4.291418,4.3765883,4.269635,4.2935963,330487.6,1418980.2,0.14758977
2013-05-13,4.2936735,4.3914795,4.2209177,4.3060894,220738.52,950519.8,0.1475911
2013-05-14,4.2716055,4.2933884,4.1389484,4.1646523,246843.38,1028016.8,0.14758995
2013-05-15,4.157928,4.2838335,4.154443,4.2402678,157628.08,668385.25,0.14759046
2013-05-16,4.2261343,4.3677244,4.1823506,4.244432,308028.94,1307407.9,0.1475909
2013-05-17,4.2276454,4.279271,4.20412,4.267508,227363.44,970275.3,0.14759067
2013-05-20,4.2868505,4.3234453,4.235661,4.247641,209662.47,890570.94,0.14758989
2013-05-21,4.245069,4.2642384,4.2152267,4.248119,156529.88,664957.5,0.14759062
2013-05-22,4.2618546,4.369681,4.2498736,4.3450656,312686.34,1358642.6,0.14759083
2013-05-23,4.347872,4.4979563,4.347872,4.4097357,421758.12,1859841.9,0.1475904
2013-05-24,4.4437394,4.5127916,4.3566074,4.3768654,305392.53,1336662.0,0.14759077
2013-05-27,4.3994966,4.4023285,4.3130183,4.3920903,181435.39,796880.6,0.14759038
2013-05-28,4.3975706,4.4287205,4.346816,4.403234,160418.77,706361.4,0.14759097
2013-05-29,4.4219713,4.5062723,4.3860292,4.389079,219119.16,961731.3,0.14759102
2013-05-30,4.374016,4.418018,4.3350244,4.3620353,169519.2,739448.75,0.14759047
2013-05-31,4.3776984,4.387065,4.2912207,4.293399,166613.86,715339.75,0.14759013
2013-06-03,4.315188,4.4121222,4.295148,4.401884,272760.25,1200659.0,0.14759023
2013-06-04,4.4067082,4.4720573,4.392549,4.393638,286988.97,1260925.6,0.14759077
2013-06-05,4.399962,4.4110713,4.3474646,4.3820996,160744.48,704398.4,0.14759088
2013-06-06,4.3829637,4.4611645,4.3829637,4.392766,229535.73,1008296.75,0.14759076
2013-06-07,4.5332713,4.6468883,4.4960966,4.559991,167149.75,762201.3,0.15242848
2013-06-13,4.533497,4.6115646,4.461238,4.5239706,295211.75,1335529.2,0.15242836
2013-06-14,4.515598,4.5307,4.4047694,4.5079303,213337.61,961711.06,0.15242821
2013-06-17,4.5137515,4.5302477,4.3961854,4.4024587,194775.16,857489.56,0.15242842
2013-06-18,4.395034,4.4563727,4.3336945,4.4528875,179610.14,799783.75,0.1524286
2013-06-19,4.4349804,4.5423236,4.3727126,4.5267563,189657.55,858533.5,0.15242831
2013-06-20,4.518196,4.5418954,4.428743,4.454998,167860.6,747818.6,0.15242893
2013-06-21,4.4154887,4.5511785,4.356473,4.441744,260149.03,1155515.4,0.15242875
2013-06-24,4.451919,4.4609804,4.3025227,4.3127456,267714.72,1154585.5,0.15242793
2013-06-25,4.3113737,4.4215045,4.0899496,4.4108167,336896.03,1485986.6,0.15242831
2013-06-26,4.379442,4.410344,4.293243,4.384786,215862.2,946509.6,0.15242818
2013-06-27,4.3847847,4.4691253,4.370147,4.404766,223946.56,986432.25,0.15242815
2013-06-28,4.3878174,4.494928,4.3878174,4.4696026,184152.2,823087.2,0.15242836
2013-07-01,4.4617524,4.5300627,4.4382854,4.5142627,169446.0,764923.75,0.15242921
2013-07-02,4.5137725,4.6234393,4.4754357,4.5992756,219467.55,1009391.75,0.15242878
2013-07-03,4.6213627,4.642274,4.557003,4.5997543,232400.9,1068987.1,0.15242901
2013-07-04,4.578804,4.643628,4.567419,4.568349,158858.36,725720.44,0.15242836
2013-07-05,4.5748596,4.6322484,4.5748596,4.5799713,116641.875,534216.44,0.15242845
2013-07-08,4.5744023,4.5978694,4.4842525,4.534439,158198.03,717339.3,0.15242857
2013-07-09,4.560949,4.560949,4.431068,4.4622025,132741.25,592318.4,0.15242895
2013-07-10,4.442687,4.5098352,4.388783,4.503794,218101.3,982283.4,0.15242898
2013-07-11,4.5202727,4.56558,4.461722,4.5532656,302151.88,1375777.8,0.15242869
2013-07-12,4.533274,4.571843,4.3843417,4.386897,282044.6,1237300.6,0.15242852
2013-07-15,4.4001427,4.4168715,4.296749,4.366917,240160.72,1048762.0,0.15242855
2013-07-16,4.3718257,4.444318,4.310022,4.4366503,242810.66,1077266.0,0.15242906
2013-07-17,4.426177,4.432915,4.3404417,4.3429976,179680.4,780351.56,0.15242876
2013-07-18,4.344812,4.355267,4.2681384,4.299969,168602.72,724986.5,0.15242797
2013-07-19,4.298616,4.298616,4.055118,4.089505,481006.7,1967079.4,0.15242869
2013-07-22,4.081402,4.1146274,4.020759,4.0632787,177540.23,721395.44,0.15242922
2013-07-23,4.087651,4.188954,4.0655785,4.1726894,188652.77,787189.4,0.15242878
2013-07-24,4.1682897,4.1682897,4.0219116,4.057228,289099.97,1172944.5,0.15242904
2013-07-25,4.0753036,4.177534,4.0497456,4.152906,259404.45,1077282.2,0.15242815
2013-07-26,4.112469,4.131057,4.0636773,4.065304,124948.65,507954.22,0.15242799
2013-07-29,4.0492606,4.0492606,3.973052,3.980487,176367.55,702028.75,0.15242776
2013-07-30,3.9567912,3.9795609,3.8473577,3.9133432,276287.94,1081209.5,0.15242782
2013-07-31,3.9423916,3.9777079,3.8963878,3.9149752,95717.625,374732.12,0.15242793
2013-08-01,3.949364,4.0079145,3.9279883,3.9937415,163044.81,651158.8,0.15242797
2013-08-02,4.0147038,4.1394734,4.01238,4.0899835,191832.2,784590.56,0.15242894
2013-08-05,4.0900006,4.1071944,4.040511,4.077687,118514.445,483264.78,0.15242927
2013-08-06,4.041149,4.0776267,4.012571,4.071354,174260.84,709477.56,0.15242815
2013-08-07,4.0613494,4.1510334,4.0364885,4.0980597,186171.62,762942.44,0.1524279
2013-08-08,4.0989966,4.120837,4.0520635,4.0697217,105470.945,429237.4,0.15242805
2013-08-09,4.0765104,4.0913806,3.9717226,4.015636,150163.3,603001.1,0.152429
2013-08-12,4.014895,4.1457043,4.008157,4.142916,258419.05,1070608.5,0.15242817
2013-08-13,4.135972,4.193826,4.1008883,4.181047,166870.4,697693.0,0.15242866
2013-08-14,4.1796336,4.236558,4.145015,4.1517525,142505.69,591648.3,0.1524283
2013-08-15,4.155747,4.210116,4.121592,4.1232185,100805.28,415642.22,0.15242912
2013-08-16,4.1247725,4.2053947,4.043917,4.052049,229445.92,929726.1,0.15242778
2013-08-19,4.075348,4.0871973,4.019585,4.070004,126994.29,516867.25,0.15242898
2013-08-20,4.046248,4.065997,4.012558,4.0337014,205019.8,826988.6,0.15242791
2013-08-21,4.0662956,4.069548,4.005653,4.0588603,151566.81,615188.5,0.15242915
2013-08-22,4.0567403,4.105068,4.0432644,4.067893,101696.92,413692.2,0.15242861
2013-08-23,4.0885315,4.0887637,3.9846742,4.0192933,128123.82,514967.22,0.15242785
2013-08-26,4.0220995,4.0660124,3.9963093,4.0413837,110775.5,447686.3,0.1524282
2013-08-27,4.0374417,4.0374417,3.9963167,4.0230365,160315.0,644953.06,0.15242834
2013-08-28,4.000277,4.000277,3.9398673,3.9475348,200769.75,792545.56,0.15242854
2013-08-29,3.9498992,3.957799,3.9059856,3.9145823,143043.47,559955.44,0.15242933
2013-08-30,3.914534,3.9266157,3.8929262,3.9215045,169662.75,665333.25,0.15242839
2013-09-02,3.7361069,3.7361069,3.52932,3.5297844,1475908.4,5209638.5,0.15242866
2013-09-03,3.5083995,3.5502212,3.4619305,3.523734,808320.5,2848306.5,0.15242845
2013-09-04,3.5315971,3.5676103,3.5223036,3.5339205,503779.8,1780317.9,0.15242766
2013-09-05,3.5284,3.5502405,3.4689195,3.4914572,467649.34,1632777.6,0.15242887
2013-09-06,3.4874713,3.5060585,3.4798038,3.4916532,247878.61,865506.1,0.15242808
2013-09-09,3.508377,3.5204592,3.4823546,3.5072153,454450.22,1593854.8,0.15242797
2013-09-10,3.503725,3.528818,3.4869962,3.522777,354876.7,1250151.5,0.15242785
2013-09-11,3.5258157,3.5497468,3.4851553,3.5448678,452756.84,1604963.1,0.15242824
2013-09-12,3.5462775,3.5595212,3.5132844,3.5253665,313085.06,1103739.6,0.15242858
2013-09-13,3.5244248,3.5892487,3.5234952,3.532092,447783.4,1581612.2,0.15242831
2013-09-16,3.5460556,3.5460556,3.4756548,3.4770489,386259.8,1343044.2,0.1524288
2013-09-17,3.4619224,3.4665692,3.2646627,3.2830176,715470.75,2348903.0,0.15242827
2013-09-18,3.2760365,3.3080997,3.241185,3.2969472,441635.72,1456049.6,0.15242802
2013-09-23,3.2990944,3.299327,3.2540193,3.2716775,429114.44,1403924.0,0.15242931
2013-09-24,3.276089,3.3053646,3.17618,3.1785035,648295.2,2060608.5,0.15242924
2013-09-25,3.1726685,3.194741,3.0906506,3.1403725,457847.2,1437810.8,0.15242861
2013-09-26,3.1134298,3.1650102,3.1134298,3.1464226,309835.28,974872.75,0.15242884
2013-09-27,3.148046,3.163613,3.1085474,3.1148205,227248.78,707839.2,0.15242876
2013-09-30,3.1118217,3.1671205,3.1022954,3.1585233,331042.94,1045606.8,0.15242928
2013-10-08,3.1542923,3.1923964,3.1178143,3.1754353,373075.88,1184678.2,0.1524281
2013-10-09,3.17386,3.192448,3.1552725,3.1829216,267763.7,852270.8,0.15242933
2013-10-10,3.1831458,3.1919749,3.16572,3.1840754,190550.97,606728.6,0.15242913
2013-10-11,3.1436381,3.2024217,3.1436381,3.1952188,239164.33,764182.4,0.15242893
2013-10-14,3.2051916,3.246549,3.190554,3.2446902,362627.7,1176614.5,0.1524285
2013-10-15,3.2468092,3.3643768,3.2314744,3.3515973,454489.9,1523267.1,0.15242915
2013-10-16,3.399178,3.4317062,3.301594,3.3513155,622019.5,2084583.6,0.15242802
2013-10-17,3.3594553,3.387569,3.3341298,3.3501618,318977.66,1068626.8,0.1524282
2013-10-18,3.357104,3.3668625,3.299251,3.3220205,233389.22,775323.75,0.15242757
2013-10-21,3.3343883,3.3759782,3.303951,3.3710988,308491.47,1039955.2,0.15242879
2013-10-22,3.3643563,3.3643563,3.3167255,3.3322926,161264.86,537381.7,0.15242869
2013-10-23,3.3285487,3.3615413,3.3041525,3.3385394,171983.47,574173.56,0.15242808
2013-10-24,3.3294919,3.345059,3.3155513,3.339018,172246.97,575135.75,0.1524284
2013-10-25,3.3227847,3.3227847,3.150616,3.176871,384337.03,1220989.2,0.1524291
2013-10-28,3.1547637,3.1777658,3.096213,3.1127098,210859.97,656345.9,0.15242827
2013-10-29,3.116892,3.1287417,3.0553212,3.0855258,230816.36,712189.8,0.15242828
2013-10-30,3.0896902,3.097125,3.0659912,3.0806286,166265.3,512201.62,0.15242784
2013-10-31,3.0820618,3.1717472,3.0785766,3.1392188,228916.25,718618.2,0.1524288
2013-11-01,3.1211016,3.1561856,3.108787,3.1408508,145342.94,456500.47,0.15242894
2013-11-04,3.1470742,3.1823902,3.1428921,3.1677527,127511.44,403924.72,0.15242773
2013-11-05,3.1552796,3.2154577,3.1297214,3.2089522,182661.94,586153.44,0.1524295
2013-11-06,3.2128592,3.276289,3.1947362,3.2446902,291607.22,946175.06,0.1524285
2013-11-07,3.2379932,3.2500756,3.176189,3.228932,140123.05,452447.78,0.15242946
2013-11-08,3.2202947,3.2525907,3.1601176,3.1631382,141295.28,446936.5,0.15242851
2013-11-11,3.2063694,3.2918725,3.1640823,3.2423828,343299.6,1113108.6,0.15242887
2013-11-12,3.2393153,3.3770943,3.2307186,3.3652449,455809.4,1533910.2,0.15242776
2013-11-13,3.3478212,3.4026542,3.3248193,3.3624587,209157.77,703284.4,0.1524278
2013-11-14,3.368984,3.368984,3.2920783,3.3473759,157726.8,527970.9,0.15242825
2013-11-15,3.3397415,3.360188,3.301637,3.332771,220416.39,734597.4,0.152429
2013-11-18,3.3457747,3.3657563,3.3178933,3.3339248,272728.7,909256.94,0.15242882
2013-11-19,3.3341625,3.3504267,3.2830465,3.318363,270072.28,896197.9,0.15242894
2013-11-20,3.31649,3.320672,3.2853558,3.3006904,167408.2,552562.6,0.15242861
2013-11-21,3.2918966,3.30607,3.2191722,3.2217278,216441.02,697314.06,0.15242943
2013-11-22,3.221724,3.2377563,3.2059247,3.2173097,184419.22,593333.75,0.15242934
2013-11-25,3.2012746,3.2960718,3.1952333,3.274464,171758.48,562416.94,0.15242927
2013-11-26,3.2758398,3.2955892,3.2477262,3.252373,107630.805,350055.53,0.15242885
2013-11-27,3.2526271,3.2805088,3.2203307,3.2516975,102864.17,334483.2,0.15242936
2013-11-28,3.2523315,3.314367,3.2523315,3.295315,145908.4,480814.16,0.15242788
2013-11-29,3.2760594,3.2911615,3.250966,3.2862825,133989.2,440326.38,0.15242855
2013-12-02,3.2530725,3.2591133,3.1715193,3.1780248,281392.8,894273.3,0.15242891
2013-12-03,3.1726375,3.2044685,3.1445243,3.196569,215723.67,689575.6,0.15242787
2013-12-04,3.1938071,3.2300525,3.1731284,3.217506,219843.53,707347.9,0.1524285
2013-12-05,3.2166119,3.2166119,3.181992,3.1829216,126788.66,403558.34,0.15242933
2013-12-06,3.177749,3.231885,3.1598587,3.2237527,191242.72,616519.25,0.15242787
2013-12-09,3.2202613,3.2225847,3.1598525,3.2049267,166452.02,533466.5,0.15242772
2013-12-10,3.1949759,3.204037,3.1645384,3.1819642,166587.17,530074.44,0.15242866
2013-12-11,3.1798263,3.1970198,3.1637948,3.1689065,130344.95,413050.97,0.15242754
2013-12-12,3.1675618,3.1910288,3.1645415,3.1691885,120101.695,380624.9,0.15242873
2013-12-13,3.1652386,3.1921906,3.1650064,3.1691885,126401.76,400591.0,0.15242873
2013-12-16,3.1600976,3.1696239,3.0871418,3.0894654,215639.1,666209.5,0.15242803
2013-12-17,3.088996,3.1303532,3.0762172,3.095037,102613.75,317593.34,0.15242791
2013-12-18,3.0899389,3.1017883,3.0741396,3.0783215,131899.25,406028.28,0.15242824
2013-12-19,3.0969198,3.0994756,3.0460365,3.0471983,116864.3,356108.7,0.15242851
2013-12-20,3.049564,3.061181,2.9275813,2.942684,252943.12,744331.7,0.15242957
2013-12-23,2.9375603,2.9656742,2.9303577,2.939419,126107.74,370683.5,0.15242925
2013-12-24,2.950788,2.967052,2.9363823,2.9417264,183017.47,538387.3,0.15242884
2013-12-25,2.9507585,2.959355,2.9249685,2.9335651,120971.48,354877.72,0.15242808
2013-12-26,2.9275813,2.9329255,2.8843648,2.8983057,224078.7,649448.56,0.15242957
2013-12-27,2.9089804,2.9561467,2.8982925,2.9322152,166998.69,489676.1,0.15242922
2013-12-30,2.9380133,2.9503279,2.8808563,2.8917766,211027.62,610244.75,0.15242895
2013-12-31,2.8810732,3.004448,2.8462214,2.98284,377530.94,1126114.4,0.15242854
2014-01-02,2.9742596,2.9742596,2.9187205,2.9275508,144165.14,422050.78,0.15244088
2014-01-03,2.9105742,2.923355,2.8636332,2.8810618,153119.7,441147.3,0.15244053
2014-01-06,2.8555226,2.9024642,2.8048632,2.80556,198300.86,556345.0,0.15244114
2014-01-07,2.7911634,2.8199792,2.7700167,2.8016207,118336.98,331535.3,0.15244144
2014-01-08,2.7999628,2.8159971,2.742332,2.7746332,209849.56,582255.56,0.1524406
2014-01-09,2.765382,2.8304496,2.7560863,2.773283,314131.1,871174.44,0.1524418
2014-01-10,2.7656085,2.7986076,2.7433,2.7716506,138588.3,384118.34,0.15244165
2014-01-13,2.7723484,2.8425286,2.767236,2.786059,246956.5,688035.4,0.15244167
2014-01-14,2.7932172,2.8301656,2.7630074,2.8190114,153994.53,434112.34,0.15244041
2014-01-15,2.800413,2.8152852,2.7432475,2.7597463,129366.734,357019.38,0.15244019
2014-01-16,2.7618866,2.8455446,2.7593303,2.834855,256620.55,727482.06,0.15244153
2014-01-17,2.830428,2.8501804,2.7913876,2.7955704,212303.02,593508.0,0.15244122
2014-01-20,2.832742,2.9582283,2.8122923,2.946377,394189.53,1161431.0,0.15244095
2014-01-21,2.9279861,2.990961,2.9128811,2.9509916,232252.67,685375.7,0.1524401
2014-01-22,2.9507577,3.1327112,2.9349558,3.1178386,483257.53,1506719.0,0.15244006
2014-01-23,3.1181016,3.1464522,3.0618649,3.1160102,264092.53,822915.0,0.1524408
2014-01-24,3.1022897,3.1531813,3.0792842,3.148766,234719.03,739075.3,0.15244056
2014-01-27,3.1345816,3.3411677,3.129237,3.2707567,547826.4,1791806.8,0.15244034
2014-01-28,3.265192,3.2998168,3.1952453,3.2352147,238789.03,772533.8,0.15244064
2014-01-29,3.248198,3.2779424,3.1717453,3.183829,206772.6,658328.6,0.15243992
2014-01-30,3.1720357,3.182493,3.0442245,3.0721107,244182.1,750154.44,0.15244132
2014-02-07,3.068869,3.1283598,3.045631,3.1113956,156555.73,487106.8,0.15244162
2014-02-10,3.1138816,3.1231768,3.0409143,3.0873902,237810.06,734212.44,0.15243989
2014-02-11,3.086041,3.1506433,3.0697742,3.1148567,282121.84,878769.1,0.15244101
2014-02-12,3.1186078,3.1365016,3.0979254,3.1174457,126497.305,394348.47,0.15244181
2014-02-13,3.1145952,3.2159128,3.1141303,3.1527054,253000.48,797636.0,0.1524403
2014-02-14,3.146189,3.32303,3.146189,3.3207064,442209.0,1468446.2,0.15244006
2014-02-17,3.348606,3.5087166,3.348606,3.4852462,573766.4,1999717.1,0.15244038
2014-02-18,3.4727428,3.4727428,3.3955913,3.4162736,220677.28,753893.94,0.15244138
2014-02-19,3.4171474,3.5317109,3.4171474,3.4747777,206524.73,717627.56,0.15244015
2014-02-20,3.4741356,3.5224714,3.4392781,3.462284,152117.33,526673.4,0.15244135
2014-02-21,3.4392123,3.4891737,3.4341,3.4643092,223861.36,775525.0,0.15243989
2014-02-24,3.4647915,3.510803,3.383691,3.4303994,204530.25,701620.44,0.15244028
2014-02-25,3.4392397,3.448535,3.276573,3.3084092,303593.4,1004411.25,0.1524405
2014-02-26,3.2663696,3.3690827,3.2312796,3.3005297,173929.19,574058.44,0.152441
2014-02-27,3.3032827,3.387869,3.2537856,3.368349,168237.22,566681.7,0.15244018
2014-02-28,3.3695474,3.5043292,3.3683856,3.4862032,275032.12,958817.9,0.152441
2014-03-03,3.48575,3.6017091,3.4469419,3.6003149,320232.56,1152938.0,0.15244125
2014-03-04,3.5350277,3.7016473,3.5322392,3.564773,333680.5,1189495.2,0.15244152
2014-03-05,3.5794113,3.717912,3.5322373,3.7144263,309702.72,1150367.9,0.15244147
2014-03-06,3.7229764,3.771544,3.6483822,3.7645724,280379.66,1055509.5,0.15244049
2014-03-07,3.7645454,3.8853827,3.7189991,3.845646,381202.47,1465969.8,0.15243994
2014-03-10,3.829652,3.8528903,3.579377,3.647,327901.03,1195855.1,0.15244074
2014-03-11,3.6251814,3.8017929,3.604267,3.7687943,252959.12,953350.94,0.15244128
2014-03-12,3.7432356,3.801796,3.6200721,3.6839776,241167.64,888456.2,0.15244134
2014-03-13,3.66238,3.8366685,3.6509933,3.8313236,279699.06,1071617.6,0.15244164
2014-03-14,3.8124943,3.8575768,3.7599757,3.8080792,163561.42,622854.9,0.15244152
2014-03-17,3.8343372,3.8729126,3.7648542,3.8684976,211221.25,817108.9,0.15244149
2014-03-18,3.9109936,4.0945754,3.9109936,3.981173,390142.75,1553225.8,0.15244089
2014-03-19,3.9481852,4.0667005,3.9272707,4.05206,231996.44,940063.5,0.1524411
2014-03-20,4.050399,4.0550466,3.9272368,3.9314196,222350.52,874153.2,0.15244044
2014-03-21,3.9142168,3.9964797,3.8458972,3.9830015,264489.16,1053460.8,0.15244031
2014-03-24,3.973759,4.0836763,3.9481966,3.980498,172662.64,687283.3,0.15244132
2014-03-25,3.9133255,3.9133255,3.6156433,3.8763766,409363.7,1586847.9,0.15244105
2014-03-26,3.8366249,3.8600955,3.6799996,3.6830206,376384.8,1386233.0,0.15244077
2014-03-27,3.6637154,3.7366834,3.6344357,3.6637154,249570.23,914354.3,0.15244041
2014-03-28,3.667475,3.694664,3.509222,3.5471005,316665.94,1123245.9,0.15244128
2014-03-31,3.5324287,3.6572175,3.5321965,3.5949395,200626.34,721239.56,0.1524406
2014-04-01,3.595204,3.7773926,3.588,3.7759984,223344.3,843347.7,0.15244128
2014-04-02,3.7818012,3.9426105,3.742064,3.8491924,306336.78,1179149.2,0.15244114
2014-04-03,3.893796,3.896817,3.799449,3.8415103,176583.1,678345.75,0.15244088
2014-04-04,3.826208,3.841313,3.7413878,3.8124974,152232.16,580384.7,0.15244158
2014-04-08,3.809233,3.8440905,3.7416093,3.8236408,170081.73,650331.44,0.15244135
2014-04-09,3.834786,3.8722,3.7676275,3.7959783,141817.92,538337.75,0.15244117
2014-04-10,3.794096,3.974192,3.7064881,3.9391024,355402.9,1399968.5,0.15244071
2014-04-11,3.9970107,4.173623,3.9970107,4.0918236,591871.25,2421832.8,0.15244158
2014-04-14,4.0596786,4.12033,4.020174,4.051778,175966.5,712977.2,0.15244016
2014-04-15,4.0248685,4.086915,4.0248685,4.054846,169771.94,688399.0,0.15244104
2014-04-16,4.036443,4.056428,3.9548779,3.9741654,144585.34,574606.06,0.1524402
2014-04-17,3.969116,4.089956,3.9554052,4.071365,195120.27,794405.8,0.15244141
2014-04-18,4.066665,4.1310344,4.02716,4.0738688,128584.39,523835.94,0.15244043
2014-04-21,4.0437183,4.089498,3.9970088,3.998171,120267.68,480850.75,0.15244155
2014-04-22,3.9969785,4.069714,3.985824,3.9999995,146581.08,586324.25,0.15244097
2014-04-23,3.9988563,4.1013374,3.9976943,4.0913453,221434.25,905964.0,0.15244132
2014-04-24,4.0934,4.1064134,4.036466,4.0843368,82532.78,337091.7,0.15244064
2014-04-25,3.9035554,3.90402,3.7597108,3.827102,628948.4,2407049.5,0.15244086
2014-04-28,3.766421,3.8240516,3.713671,3.7829201,216665.84,819629.56,0.15244028
2014-04-29,3.783192,3.8454704,3.7755232,3.8015501,183654.52,698171.9,0.15244107
2014-04-30,3.809902,3.8178031,3.7769036,3.8082752,126086.07,480170.47,0.15244079
2014-05-05,3.7994618,3.7994618,3.650272,3.7239373,241033.83,897594.9,0.15244113
2014-05-06,3.7180731,3.7808156,3.7180731,3.7364311,89365.97,333909.78,0.15244001
2014-05-07,3.755525,3.755525,3.7088163,3.7334487,78461.48,292931.9,0.1524408
2014-05-08,3.7366664,3.7759385,3.727836,3.7336454,96417.305,359988.03,0.15244007
2014-05-09,3.7334213,3.7715316,3.7250557,3.7324917,109691.84,409423.9,0.15244024
2014-05-12,3.7712858,3.771518,3.7064517,3.7392173,171836.7,642534.75,0.15243997
2014-05-13,3.7359746,3.7554946,3.7078564,3.7352774,104561.41,390565.84,0.15244018
2014-05-14,3.7178779,3.739722,3.5789135,3.6081936,223146.0,805154.0,0.15244077
2014-05-15,3.6014638,3.650264,3.5903094,3.6286526,111409.555,404266.56,0.15244097
2014-05-16,3.6286101,3.650686,3.5942175,3.6056042,121144.66,436799.7,0.15244007
2014-05-19,3.5437927,3.5554116,3.4378278,3.438757,368997.97,1268894.4,0.1524401
2014-05-20,3.4416137,3.472753,3.3370407,3.3691096,307566.34,1036224.75,0.1524416
2014-05-21,3.3486257,3.5243065,3.3451397,3.5089693,254117.42,891690.25,0.15244083
2014-05-22,3.506631,3.5693738,3.4775834,3.4868786,122532.65,427256.47,0.15244052
2014-05-23,3.4856882,3.5502899,3.4852235,3.5391355,91902.65,325255.9,0.15243989
2014-05-26,3.5996196,3.5996196,3.5519807,3.5687125,58452.406,208599.83,0.15244128
2014-05-27,3.555425,3.6193295,3.5521717,3.5600727,85509.3,304419.3,0.15244038
2014-05-28,3.5528667,3.6018991,3.5507753,3.5772667,82012.21,293379.56,0.15244034
2014-05-29,3.5724146,3.6235385,3.5661404,3.585428,66299.91,237713.55,0.15244094
2014-05-30,3.5844865,3.6084218,3.5559034,3.5605512,60467.125,215296.3,0.15244068
2014-06-03,3.5554276,3.5902846,3.537999,3.5500827,85597.234,303877.25,0.15244044
2014-06-04,3.5551882,3.5642512,3.4861712,3.5124302,68842.1,241803.08,0.1524403
2014-06-05,3.5117524,3.6019166,3.470156,3.5965717,135650.31,487876.06,0.15244071
2014-06-06,3.5945213,3.6170623,3.5389812,3.5691912,62171.03,221900.3,0.15244158
2014-06-09,3.5391364,3.5879364,3.5391364,3.5607479,65827.97,234396.8,0.15243992
2014-06-10,3.561228,3.6086335,3.561228,3.597247,126643.13,455566.62,0.15244025
2014-06-11,3.5960894,3.6107292,3.5603027,3.5772667,70725.7,253004.7,0.15244034
2014-06-12,3.580281,3.580281,3.534967,3.5468185,75436.8,267560.62,0.1524402
2014-06-13,3.5482516,3.574743,3.512697,3.5510402,111324.75,395318.66,0.15244104
2014-06-16,3.5530887,3.5967758,3.5414696,3.5884101,106519.86,382236.94,0.15244012
2014-06-17,3.585671,3.585671,3.5368702,3.5598762,107351.98,382159.75,0.15244116
2014-06-18,3.5740213,3.5891263,3.564726,3.568909,92000.21,328340.38,0.15244052
2014-06-19,3.5684993,3.5833719,3.5438666,3.5492115,75776.125,268945.5,0.1524417
2014-06-20,3.5484402,3.5693543,3.5396097,3.5595942,78846.71,280662.28,0.1524401
2014-06-23,3.5670955,3.6340222,3.5638423,3.6323953,190130.98,690630.9,0.15244149
2014-06-24,3.639566,3.806416,3.6379392,3.8010714,252771.12,960801.1,0.15244079
2014-06-25,4.314291,4.314291,4.200593,4.222264,221542.83,935412.25,0.17229675
2014-06-26,4.2222037,4.244468,4.1978617,4.2046895,210966.08,887046.9,0.17229553
2014-06-27,4.198233,4.198233,4.132923,4.1673594,153675.98,640423.06,0.17229706
2014-06-30,4.191106,4.241869,4.16795,4.2148547,141613.03,596878.4,0.172297
2014-07-01,4.2329273,4.2329273,4.179789,4.208585,69338.01,291814.88,0.17229627
2014-07-02,4.216315,4.2258143,4.185738,4.217799,70044.836,295435.06,0.17229651
